SutureSetCount,SutureCount,SutureIndex,SutureTime,IsAnchorExchangeDone,StomachPart,SuturePosition(x),SuturePosition(y),SuturePosition(z)
1,1,1057,61.86012,True,None,12.7796,1.3455,-0.7437
1,2,927,95.43245,True,LesserCurvature,12.7924,1.3462,-0.7357
1,3,829,125.1902,True,LesserCurvature,12.8014,1.3478,-0.7269
1,4,806,148.6802,True,LesserCurvature,12.8048,1.3524,-0.7150
1,5,756,173.4851,True,LesserCurvature,12.8051,1.3575,-0.6987
