Seconds,Target,Status
3.151139,tv,Enter
3.688716,tv,Click
4.254736,tv,Click
4.811004,tv,Click
5.361114,tv,Click
5.916699,tv,Click
6.475225,tv,Click
7.035522,tv,Click
7.583956,tv,Click
8.143563,tv,Click
8.69648,tv,Click
9.253286,tv,Click
9.803915,tv,Click
10.36149,tv,Click
10.92028,tv,Click
11.4737,tv,Click
12.04087,tv,Click
12.59616,tv,Click
13.15411,tv,Click
13.71923,tv,Click
14.27057,tv,Click
14.83131,tv,Click
15.38811,tv,Click
15.93259,tv,Click
16.49521,tv,Click
17.0622,tv,Click
17.60496,tv,Click
18.17098,tv,Click
18.72937,tv,Click
19.28429,tv,Click
19.8432,tv,Click
20.39445,tv,Click
20.96295,tv,Click
21.52117,tv,Click
22.08152,tv,Click
22.63456,tv,Click
23.20103,tv,Click
23.75314,tv,Click
24.32001,tv,Click
24.83497,tv,Click
25.3433,tv,Click
25.89691,tv,Click
26.47171,tv,Click
27.03774,tv,Click
27.60484,tv,Click
28.15755,tv,Click
28.66259,tv,Click
29.21347,tv,Click
29.7553,tv,Click
30.3187,tv,Click
30.88652,tv,Click
31.45197,tv,Click
31.99533,tv,Click
32.55344,tv,Click
33.11763,tv,Click
33.70164,tv,Click
34.26596,tv,Click
34.83852,tv,Click
35.37394,tv,Click
35.94267,tv,Click
36.49726,tv,Click
37.07193,tv,Click
37.63484,tv,Click
38.19373,tv,Click
38.75049,tv,Click
39.32353,tv,Click
39.89804,tv,Click
40.46408,tv,Click
41.02861,tv,Click
41.59003,tv,Click
42.13321,tv,Click
42.70546,tv,Click
43.27747,tv,Click
43.85351,tv,Click
44.41848,tv,Click
44.98141,tv,Click
45.48359,tv,Click
46.03193,tv,Click
46.6092,tv,Click
47.15751,tv,Click
47.74149,tv,Click
48.30708,tv,Click
48.81379,tv,Click
49.3498,tv,Click
49.8727,tv,Click
50.40831,tv,Click
50.94635,tv,Click
51.47107,tv,Click
51.99315,tv,Click
52.49614,tv,Click
53.04649,tv,Click
53.60092,tv,Click
54.12038,tv,Click
54.64065,tv,Click
55.15305,tv,Click
55.73323,tv,Click
56.24518,tv,Click
56.77303,tv,Click
57.29946,tv,Click
57.84045,tv,Click
58.36842,tv,Click
58.89692,tv,Click
59.43186,tv,Click
59.96606,tv,Click
60.49987,tv,Click
61.03609,tv,Click
61.57858,tv,Click
62.11337,tv,Click
62.65641,tv,Click
63.18766,tv,Click
63.73098,tv,Click
64.26431,tv,Click
64.79956,tv,Click
65.33158,tv,Click
65.86639,tv,Click
66.40339,tv,Click
66.94683,tv,Click
67.48155,tv,Click
68.03101,tv,Click
68.5728,tv,Click
69.09663,tv,Click
69.63808,tv,Click
70.17453,tv,Click
70.70548,tv,Click
71.23878,tv,Click
71.76802,tv,Click
72.32687,tv,Click
72.8731,tv,Click
73.39545,tv,Click
73.92337,tv,Click
74.45383,tv,Click
74.98934,tv,Click
75.52162,tv,Click
76.04613,tv,Click
76.58429,tv,Click
77.11108,tv,Click
77.65303,tv,Click
78.18536,tv,Click
78.72078,tv,Click
79.25263,tv,Click
79.77472,tv,Click
80.31115,tv,Click
80.83709,tv,Click
81.36395,tv,Click
81.88654,tv,Click
82.41518,tv,Click
82.93775,tv,Click
83.46136,tv,Click
83.98396,tv,Click
84.51844,tv,Click
85.05264,tv,Click
85.56657,tv,Click
86.10112,tv,Click
86.63821,tv,Click
87.17522,tv,Click
87.7094,tv,Click
88.24629,tv,Click
88.77947,tv,Click
89.31931,tv,Click
89.86134,tv,Click
90.40266,tv,Click
90.93421,tv,Click
91.47488,tv,Click
92.00591,tv,Click
92.56349,tv,Click
93.114,tv,Click
93.63461,tv,Click
94.17272,tv,Click
94.70825,tv,Click
95.22886,tv,Click
95.77299,tv,Click
96.29321,tv,Click
96.83507,tv,Click
97.3781,tv,Click
97.90681,tv,Click
98.43737,tv,Click
98.9701,tv,Click
99.50966,tv,Click
100.0448,tv,Click
100.5679,tv,Click
101.0971,tv,Click
101.6258,tv,Click
102.1577,tv,Click
102.6807,tv,Click
103.2048,tv,Click
103.7319,tv,Click
104.2549,tv,Click
104.7877,tv,Click
105.3141,tv,Click
105.8506,tv,Click
106.378,tv,Click
106.9178,tv,Click
107.4481,tv,Click
107.9666,tv,Click
108.5053,tv,Click
109.036,tv,Click
109.5819,tv,Click
110.1049,tv,Click
110.6389,tv,Click
111.1764,tv,Click
111.7014,tv,Click
112.2452,tv,Click
112.7568,tv,Click
113.2896,tv,Click
113.8404,tv,Click
114.3693,tv,Click
114.9076,tv,Click
115.4335,tv,Click
115.9747,tv,Click
116.5093,tv,Click
117.0441,tv,Click
117.5983,tv,Click
118.182,tv,Click
118.7357,tv,Click
119.2686,tv,Click
119.8065,tv,Click
120.3571,tv,Click
120.8948,tv,Click
121.4486,tv,Click
121.9946,tv,Click
122.5741,tv,Click
123.0985,tv,Click
123.6353,tv,Click
124.1674,tv,Click
124.7195,tv,Click
125.2644,tv,Click
125.8042,tv,Click
126.374,tv,Click
126.9348,tv,Click
127.4814,tv,Click
128.0177,tv,Click
128.5436,tv,Click
129.0662,tv,Click
129.6003,tv,Click
130.1336,tv,Click
130.7024,tv,Click
131.2643,tv,Click
131.8164,tv,Click
132.3595,tv,Click
132.893,tv,Click
133.4156,tv,Click
133.9513,tv,Click
134.4798,tv,Click
135.0285,tv,Click
135.5538,tv,Click
136.089,tv,Click
136.6091,tv,Click
137.1472,tv,Click
137.6788,tv,Click
138.2111,tv,Click
138.7526,tv,Click
139.3043,tv,Click
139.8396,tv,Click
140.3895,tv,Click
140.931,tv,Click
141.4489,tv,Click
142.0033,tv,Click
142.5217,tv,Click
143.0574,tv,Click
143.5737,tv,Click
144.116,tv,Click
144.6328,tv,Click
145.1677,tv,Click
145.694,tv,Click
146.2262,tv,Click
146.7584,tv,Click
147.2893,tv,Click
147.8244,tv,Click
148.3827,tv,Click
148.9152,tv,Click
149.4496,tv,Click
149.9754,tv,Click
150.5085,tv,Click
151.0266,tv,Click
151.5769,tv,Click
152.1137,tv,Click
152.6503,tv,Click
153.1855,tv,Click
153.7122,tv,Click
154.2542,tv,Click
154.7907,tv,Click
155.3633,tv,Click
155.8799,tv,Click
156.3926,tv,Click
156.9006,tv,Click
157.4259,tv,Click
158.011,tv,Click
158.5359,tv,Click
159.0669,tv,Click
159.6528,tv,Click
160.183,tv,Click
160.7653,tv,Click
161.3349,tv,Click
161.851,tv,Click
162.3615,tv,Click
162.8657,tv,Click
163.4419,tv,Click
163.9643,tv,Click
164.4822,tv,Click
164.9979,tv,Click
165.5032,tv,Click
166.0195,tv,Click
166.5295,tv,Click
167.0404,tv,Click
167.5417,tv,Click
168.0551,tv,Click
168.5576,tv,Click
169.0768,tv,Click
169.5835,tv,Click
170.1095,tv,Click
