CrossProduct(x),CrossProduct(y),CrossProduct(z)
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.5464,0.5464,0.5464
0.9072,0.9072,0.9072
0.0000,0.0000,0.0000
-0.3197,-0.3197,-0.3197
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
