Seconds,Target,Status
3.177392,tv,Enter
3.694612,tv,Click
4.21643,tv,Click
4.759702,tv,Click
5.283517,tv,Click
5.799341,tv,Click
6.327977,tv,Click
6.855081,tv,Click
7.372783,tv,Click
7.900733,tv,Click
8.425652,tv,Click
8.95684,tv,Click
9.479003,tv,Click
9.996541,tv,Click
10.52488,tv,Click
11.05209,tv,Click
11.62924,tv,Click
12.17577,tv,Click
12.74203,tv,Click
13.26746,tv,Click
13.82377,tv,Click
14.38648,tv,Click
14.88999,tv,Click
15.4057,tv,Click
15.96606,tv,Click
16.52995,tv,Click
17.07226,tv,Click
17.62375,tv,Click
18.17763,tv,Click
18.72077,tv,Click
19.26965,tv,Click
19.82122,tv,Click
20.37421,tv,Click
20.92942,tv,Click
21.49204,tv,Click
22.04192,tv,Click
22.58526,tv,Click
23.13568,tv,Click
23.68756,tv,Click
24.24901,tv,Click
24.80979,tv,Click
25.35824,tv,Click
25.86166,tv,Click
26.41755,tv,Click
26.92669,tv,Click
27.43843,tv,Click
28.01468,tv,Click
28.54367,tv,Click
29.1088,tv,Click
29.66681,tv,Click
30.17184,tv,Click
30.73687,tv,Click
31.29641,tv,Click
31.84569,tv,Click
32.34621,tv,Click
32.90357,tv,Click
33.46719,tv,Click
34.02414,tv,Click
34.59065,tv,Click
35.15251,tv,Click
35.70524,tv,Click
36.27289,tv,Click
36.82474,tv,Click
37.32836,tv,Click
37.87606,tv,Click
38.43326,tv,Click
38.98224,tv,Click
39.48887,tv,Click
40.03816,tv,Click
40.59447,tv,Click
41.16904,tv,Click
41.73462,tv,Click
42.27328,tv,Click
42.84318,tv,Click
43.39439,tv,Click
43.94387,tv,Click
44.44806,tv,Click
44.99519,tv,Click
45.54902,tv,Click
46.10191,tv,Click
46.64619,tv,Click
47.20443,tv,Click
47.75054,tv,Click
48.32076,tv,Click
48.87175,tv,Click
49.42598,tv,Click
49.99643,tv,Click
50.54386,tv,Click
51.108,tv,Click
51.6922,tv,Click
52.25038,tv,Click
52.81151,tv,Click
53.35736,tv,Click
53.90879,tv,Click
54.46191,tv,Click
55.00064,tv,Click
55.56151,tv,Click
56.12482,tv,Click
56.69345,tv,Click
57.24911,tv,Click
57.80279,tv,Click
58.35889,tv,Click
58.86172,tv,Click
59.43614,tv,Click
59.98013,tv,Click
60.48561,tv,Click
61.0556,tv,Click
61.62326,tv,Click
62.18665,tv,Click
62.69011,tv,Click
63.25581,tv,Click
63.76329,tv,Click
64.33051,tv,Click
64.83608,tv,Click
65.33718,tv,Click
65.89095,tv,Click
66.44023,tv,Click
66.99983,tv,Click
67.54779,tv,Click
68.13052,tv,Click
68.67751,tv,Click
69.21172,tv,Click
69.76524,tv,Click
70.28149,tv,Click
70.80077,tv,Click
71.33582,tv,Click
71.89294,tv,Click
72.39456,tv,Click
72.94637,tv,Click
73.52335,tv,Click
74.06953,tv,Click
74.62861,tv,Click
75.02941,tv,Exit
75.19627,tv_stomachpos,Enter
75.26734,tv_stomachpos,Exit
79.98211,tv,Enter
80.27448,tv,Exit
80.42977,tv,Enter
80.95834,tv,Click
81.53277,tv,Click
82.06177,tv,Click
82.60694,tv,Click
83.13152,tv,Click
83.66603,tv,Click
84.18871,tv,Click
84.7391,tv,Click
85.2752,tv,Click
85.82355,tv,Click
86.35152,tv,Click
86.89011,tv,Click
87.4215,tv,Click
87.94672,tv,Click
88.46907,tv,Click
88.98545,tv,Click
89.49693,tv,Click
90.0642,tv,Click
90.58751,tv,Click
91.14566,tv,Click
91.67841,tv,Click
92.22973,tv,Click
92.77142,tv,Click
93.31747,tv,Click
93.83046,tv,Click
94.38181,tv,Click
94.92245,tv,Click
95.45852,tv,Click
95.98302,tv,Click
96.52355,tv,Click
97.03222,tv,Click
97.48171,tv,Exit
97.65162,tv_stomachpos,Enter
97.72793,tv_stomachpos,Exit
97.86861,tv_stomachpos,Enter
