SutureSetCount,SutureCount,SutureIndex,SutureTime,IsAnchorExchangeDone,StomachPart,SuturePosition(x),SuturePosition(y),SuturePosition(z)
1,1,932,234.6918,True,LesserCurvature,12.7907,1.3617,-0.7205
1,2,846,285.5549,True,None,12.8137,1.3259,-0.7479
1,3,1011,335.0008,True,Posterior,12.8275,1.2587,-0.7499
