CrossProduct(x),CrossProduct(y),CrossProduct(z)
0.0000,0.0000,0.0000
0.6704,0.6704,0.6704
0.8166,0.8166,0.8166
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.6893,0.6893,0.6893
