Seconds,Target,Status
3.2523,tv,Enter
3.768237,tv,Click
4.313167,tv,Click
4.855021,tv,Click
5.3919,tv,Click
5.896871,tv,Click
6.450027,tv,Click
6.952635,tv,Click
7.457026,tv,Click
8.002588,tv,Click
8.506013,tv,Click
9.055267,tv,Click
9.559381,tv,Click
10.10398,tv,Click
10.64702,tv,Click
11.20178,tv,Click
11.70867,tv,Click
12.24202,tv,Click
12.77691,tv,Click
13.31014,tv,Click
13.8143,tv,Click
14.34816,tv,Click
14.88268,tv,Click
15.13353,tv,Exit
15.23334,tv_stomachpos,Enter
15.46647,tv_stomachpos,Exit
15.51573,tv,Enter
15.71955,tv,Exit
15.7689,tv,Enter
16.30169,tv,Click
16.83673,tv,Exit
17.90753,tv_stomachpos,Enter
18.4431,tv_stomachpos,Click
18.54191,tv_stomachpos,Exit
20.44701,tv,Enter
20.99665,tv,Click
21.49791,tv,Click
22.00095,tv,Click
22.50679,tv,Click
23.00901,tv,Click
23.55693,tv,Click
24.06022,tv,Click
24.56112,tv,Click
25.06666,tv,Click
25.61233,tv,Click
26.11745,tv,Click
26.61859,tv,Click
27.12049,tv,Click
27.66762,tv,Click
28.21636,tv,Click
28.73453,tv,Click
29.24912,tv,Click
29.77298,tv,Click
30.28613,tv,Click
30.82456,tv,Click
31.35352,tv,Click
31.88634,tv,Click
32.42181,tv,Click
32.95641,tv,Click
33.47323,tv,Click
34.01053,tv,Click
34.52977,tv,Click
35.04387,tv,Click
35.57488,tv,Click
36.09638,tv,Click
36.63244,tv,Click
37.16652,tv,Click
37.70873,tv,Click
38.25516,tv,Click
38.80135,tv,Click
39.35489,tv,Click
39.88759,tv,Click
40.42839,tv,Click
40.96874,tv,Click
41.50138,tv,Click
42.00287,tv,Click
42.54521,tv,Click
43.07172,tv,Click
43.59828,tv,Click
44.12545,tv,Click
44.65661,tv,Click
45.167,tv,Click
45.67389,tv,Click
46.18336,tv,Click
46.74009,tv,Click
47.25643,tv,Click
47.75794,tv,Click
48.25929,tv,Click
48.76217,tv,Click
49.26543,tv,Click
49.77287,tv,Click
50.28178,tv,Click
50.78363,tv,Click
51.2942,tv,Click
51.81039,tv,Click
52.31372,tv,Click
52.86473,tv,Click
53.36626,tv,Click
53.87852,tv,Click
54.38245,tv,Click
54.89976,tv,Click
55.40184,tv,Click
55.93172,tv,Click
56.46268,tv,Click
57.00134,tv,Click
57.53091,tv,Click
58.06084,tv,Click
58.62164,tv,Click
59.14508,tv,Click
59.68804,tv,Click
60.24149,tv,Click
60.77847,tv,Click
61.32359,tv,Click
61.86727,tv,Click
62.401,tv,Click
62.94414,tv,Click
63.47755,tv,Click
64.01749,tv,Click
64.55946,tv,Click
65.09284,tv,Click
65.6376,tv,Click
66.17693,tv,Click
66.71935,tv,Click
67.05994,tv,Exit
67.11903,tv,Enter
67.62,tv,Click
68.1371,tv,Click
68.67501,tv,Click
69.20188,tv,Click
69.74031,tv,Click
70.27184,tv,Click
70.79356,tv,Click
71.33001,tv,Click
71.8581,tv,Click
71.91265,tv,Exit
72.50961,tv,Enter
73.0361,tv,Click
73.56036,tv,Click
73.7364,tv,Exit
74.03896,tv,Enter
74.09853,tv,Exit
75.15047,tv,Enter
75.67395,tv,Click
76.21443,tv,Click
76.73632,tv,Click
77.28654,tv,Click
77.82433,tv,Click
78.3569,tv,Click
78.88914,tv,Click
79.42722,tv,Click
79.9694,tv,Click
80.50688,tv,Click
81.05492,tv,Click
81.59329,tv,Click
82.1394,tv,Click
82.68537,tv,Click
83.23188,tv,Click
83.77156,tv,Click
84.33419,tv,Click
84.87395,tv,Click
85.42257,tv,Click
85.98081,tv,Click
86.53871,tv,Click
87.09106,tv,Click
87.64373,tv,Click
88.19384,tv,Click
88.74651,tv,Click
89.29927,tv,Click
89.79999,tv,Click
90.35996,tv,Click
90.86633,tv,Click
91.41309,tv,Click
91.91677,tv,Click
92.41958,tv,Click
92.94016,tv,Click
93.45729,tv,Click
93.96701,tv,Click
94.47514,tv,Click
94.99392,tv,Click
95.50996,tv,Click
96.02869,tv,Click
96.55895,tv,Click
97.07243,tv,Click
97.58435,tv,Click
98.10143,tv,Click
98.61939,tv,Click
99.13411,tv,Click
99.65407,tv,Click
100.1667,tv,Click
100.6855,tv,Exit
100.8709,tv_stomachpos,Enter
100.9367,tv_stomachpos,Exit
102.362,tv,Enter
102.8841,tv,Click
103.3981,tv,Click
103.9159,tv,Click
104.4317,tv,Click
104.9529,tv,Exit
106.0476,tv,Enter
106.5635,tv,Click
107.0829,tv,Click
107.5925,tv,Click
108.1275,tv,Click
108.6456,tv,Click
109.16,tv,Click
109.6785,tv,Click
110.1945,tv,Click
110.6964,tv,Click
111.1983,tv,Click
111.7038,tv,Click
112.2106,tv,Click
112.7127,tv,Click
113.2197,tv,Click
113.7214,tv,Click
114.2218,tv,Click
114.7341,tv,Click
115.2422,tv,Click
115.7532,tv,Click
116.2677,tv,Click
116.7094,tv,Exit
119.314,tv,Enter
119.4516,tv,Exit
119.5191,tv,Enter
119.8022,tv,Exit
119.8734,tv,Enter
120.4175,tv,Click
120.9774,tv,Click
121.5239,tv,Click
122.0905,tv,Click
122.6329,tv,Click
123.1261,tv,Exit
126.2634,tv,Enter
126.8257,tv,Click
127.3861,tv,Click
127.9207,tv,Click
128.4704,tv,Click
129.0291,tv,Click
129.5736,tv,Click
130.1109,tv,Click
130.6649,tv,Click
131.2126,tv,Click
131.771,tv,Click
132.3181,tv,Click
132.8792,tv,Click
133.4137,tv,Click
133.9736,tv,Click
134.5256,tv,Click
135.0742,tv,Click
135.6275,tv,Click
