Seconds,Frame
3.76394271850586,39.2416038513184
4.26715135574341,35.7840881347656
4.76846647262573,35.9372634887695
5.27064752578735,35.8496551513672
5.77330112457275,35.8125762939453
6.27493667602539,35.8869171142578
6.77773523330688,35.801643371582
7.27950668334961,35.8806190490723
7.78028774261475,35.9479827880859
8.28249931335449,35.846363067627
8.78385162353516,35.9092102050781
9.28491401672363,35.9328880310059
9.78565502166748,35.9510078430176
10.2869892120361,35.9075393676758
10.7885780334473,35.8929862976074
11.290412902832,35.8724174499512
11.7917127609253,35.9121208190918
12.2929563522339,35.9174728393555
12.7941465377808,35.9202499389648
13.2953968048096,35.9219360351563
13.7968368530273,35.9059829711914
14.3244524002075,36.027027130127
14.8262405395508,35.8764495849609
15.328441619873,35.8481674194336
15.8294448852539,35.9336090087891
16.3296298980713,35.9926300048828
16.8304500579834,35.9547424316406
17.3306694030762,35.9916343688965
17.8326358795166,35.8643989562988
18.3342933654785,35.88916015625
18.835277557373,35.9339370727539
19.3361263275146,35.9485054016113
19.8382396697998,35.8527679443359
20.3384857177734,35.9956893920898
20.8401050567627,35.892894744873
21.3425827026367,35.8279457092285
21.8439960479736,35.9008598327637
22.370641708374,36.0863151550293
22.8729877471924,35.8355903625488
23.3743934631348,35.9034881591797
23.8757495880127,35.9081840515137
24.3765506744385,35.9560813903809
24.8785457611084,35.8637390136719
25.3794460296631,35.9488067626953
25.880199432373,35.950984954834
26.3813533782959,35.9251556396484
26.8826847076416,35.9100456237793
27.3840312957764,35.9107856750488
27.8852405548096,35.9176940917969
28.3856887817383,35.974308013916
28.8870525360107,35.9067687988281
29.3886528015137,35.8882293701172
29.8891201019287,35.9691963195801
30.3906784057617,35.8942108154297
30.8920421600342,35.9064025878906
31.3932971954346,34.8428993225098
31.8946704864502,35.9081878662109
32.3960990905762,35.9036140441895
32.8972053527832,35.9257659912109
33.3979835510254,35.9476661682129
33.8993110656738,35.9085540771484
34.4007034301758,35.9093551635742
34.9026145935059,35.8663749694824
35.4033126831055,35.9524993896484
35.9047966003418,35.8960075378418
36.405818939209,35.9324798583984
36.9065971374512,35.9476280212402
37.4081230163574,35.8931617736816
37.9085273742676,35.9738883972168
38.4099655151367,35.9051856994629
38.9110298156738,35.9294166564941
39.4124641418457,35.9035987854004
39.913272857666,35.9481048583984
40.4142837524414,35.9300193786621
40.9157676696777,35.9008293151855
41.4169425964355,35.9211387634277
41.918025970459,35.9249267578125
42.420482635498,35.8349151611328
42.9479331970215,36.0371437072754
43.4493980407715,35.8996124267578
43.9506797790527,35.9098434448242
44.4516830444336,35.9360160827637
44.9524955749512,35.9458122253418
45.4540214538574,35.8957977294922
45.9554824829102,35.9023666381836
46.4566841125488,35.9170570373535
46.9572219848633,35.966854095459
47.4598846435547,35.8110656738281
47.960807800293,35.939338684082
48.4618873596191,35.9291038513184
48.9636192321777,35.881046295166
49.4639663696289,35.9780807495117
49.9655265808105,35.8899993896484
50.4666481018066,35.9227256774902
50.9675178527832,35.9417114257813
51.4690093994141,35.8966751098633
51.9699859619141,35.9331512451172
52.4714851379395,35.8984603881836
52.9723320007324,35.9425506591797
53.4733085632324,35.9328727722168
53.9748115539551,35.8947410583496
54.4760398864746,35.9172248840332
54.9772491455078,35.9155616760254
55.4786071777344,35.9094009399414
55.9791259765625,35.9716949462891
56.4810523986816,35.8662986755371
56.9825286865234,35.8966217041016
57.4832954406738,35.9519920349121
57.9841384887695,35.9433670043945
58.4859161376953,35.8788146972656
58.9877700805664,35.8695869445801
59.4881629943848,35.9758148193359
59.9893493652344,35.9203414916992
60.4918632507324,35.8242340087891
61.0184783935547,36.0873527526855
61.5193901062012,35.9366226196289
62.0205841064453,35.919261932373
62.5217819213867,35.9205551147461
63.0225563049316,35.945442199707
63.5237731933594,35.9160766601563
64.0256652832031,35.8704376220703
64.5266265869141,35.9366569519043
65.0277938842773,35.9224395751953
65.5293655395508,35.8921813964844
66.0309295654297,35.8918075561523
66.5323638916016,35.9013023376465
67.0334777832031,35.9245834350586
67.534553527832,35.9285125732422
68.036376953125,35.8715438842773
68.5378341674805,35.8978462219238
69.039176940918,35.9081726074219
69.5395660400391,35.9752044677734
70.0409622192383,35.9038543701172
70.5685195922852,36.0224113464355
