Seconds,Target,Status
3.182628,tv,Enter
3.714341,tv,Click
4.217931,tv,Click
4.733945,tv,Click
5.23773,tv,Click
5.774335,tv,Click
6.309006,tv,Click
6.834014,tv,Click
7.381965,tv,Click
7.886188,tv,Click
8.402829,tv,Click
8.952269,tv,Click
9.507536,tv,Click
10.02574,tv,Click
10.59979,tv,Click
11.12659,tv,Click
11.68075,tv,Click
12.21551,tv,Click
12.72454,tv,Click
13.30751,tv,Click
13.83224,tv,Click
14.37245,tv,Click
14.92002,tv,Click
15.46579,tv,Click
16.0162,tv,Click
16.57121,tv,Click
17.1201,tv,Click
17.66896,tv,Click
18.22395,tv,Click
18.77238,tv,Click
19.32668,tv,Click
19.89008,tv,Click
20.43485,tv,Click
20.99368,tv,Click
21.56849,tv,Click
22.1568,tv,Click
22.72532,tv,Click
23.30496,tv,Click
23.87518,tv,Click
24.45099,tv,Click
24.99385,tv,Click
25.56316,tv,Click
26.10483,tv,Click
26.62275,tv,Click
27.14661,tv,Click
27.71319,tv,Click
28.27077,tv,Click
28.84203,tv,Click
29.40164,tv,Click
29.91794,tv,Click
30.43683,tv,Click
30.97512,tv,Click
31.50014,tv,Click
32.02181,tv,Click
32.53596,tv,Click
33.03701,tv,Click
33.5499,tv,Click
34.12182,tv,Click
34.6327,tv,Click
35.14415,tv,Click
35.67382,tv,Click
36.19126,tv,Click
36.69833,tv,Click
37.20476,tv,Click
37.71445,tv,Click
38.21893,tv,Click
38.78428,tv,Click
39.32662,tv,Click
39.87655,tv,Click
40.4457,tv,Click
41.03671,tv,Click
41.6312,tv,Click
42.13982,tv,Click
42.68201,tv,Click
43.20691,tv,Click
43.71495,tv,Click
44.22748,tv,Click
44.80328,tv,Click
45.37265,tv,Click
45.92139,tv,Click
46.44715,tv,Click
46.967,tv,Click
47.51139,tv,Click
48.03947,tv,Click
48.54353,tv,Click
49.06271,tv,Click
49.59799,tv,Click
50.13576,tv,Click
50.65773,tv,Click
51.18775,tv,Click
51.72688,tv,Click
52.2855,tv,Click
52.82057,tv,Click
53.369,tv,Click
53.93832,tv,Click
54.45652,tv,Click
55.03876,tv,Click
55.55761,tv,Click
56.09156,tv,Click
56.63113,tv,Click
57.18016,tv,Click
57.71411,tv,Click
58.24753,tv,Click
58.78361,tv,Click
59.32107,tv,Click
59.86433,tv,Click
60.4081,tv,Click
60.9478,tv,Click
61.47734,tv,Click
61.97776,tv,Click
62.47982,tv,Click
62.99923,tv,Click
63.51417,tv,Click
64.03548,tv,Click
64.59322,tv,Click
65.13776,tv,Click
65.66909,tv,Click
66.20286,tv,Click
66.74409,tv,Click
67.26575,tv,Click
67.8101,tv,Click
68.3452,tv,Click
68.88245,tv,Click
69.42944,tv,Click
69.95908,tv,Click
