Seconds,Target,Status
3.089691,tv,Enter
3.59198,tv,Click
4.143126,tv,Click
4.64775,tv,Click
5.1814,tv,Click
5.70181,tv,Click
6.217864,tv,Click
6.735054,tv,Click
7.265105,tv,Click
7.788618,tv,Click
8.302965,tv,Click
8.823715,tv,Click
9.34476,tv,Click
9.868835,tv,Click
10.38257,tv,Click
10.89381,tv,Click
11.42458,tv,Click
11.95062,tv,Click
12.46583,tv,Click
13.00213,tv,Click
13.53031,tv,Click
14.05575,tv,Click
14.56957,tv,Click
15.10135,tv,Click
15.61726,tv,Click
16.13824,tv,Click
16.66924,tv,Click
17.19442,tv,Click
17.72376,tv,Click
18.23849,tv,Click
18.76205,tv,Click
19.29153,tv,Click
19.81641,tv,Click
20.33802,tv,Click
20.86424,tv,Click
21.37881,tv,Click
21.90871,tv,Click
22.43117,tv,Click
22.96042,tv,Click
23.49259,tv,Click
24.01432,tv,Click
24.53975,tv,Click
25.0483,tv,Click
25.58463,tv,Click
26.09974,tv,Click
26.66175,tv,Click
27.1711,tv,Click
27.68139,tv,Click
28.19606,tv,Click
28.71691,tv,Click
29.2461,tv,Click
29.75993,tv,Click
30.27973,tv,Click
30.80108,tv,Click
31.31532,tv,Click
31.88732,tv,Click
32.3884,tv,Click
32.90479,tv,Click
33.4143,tv,Click
33.91815,tv,Click
34.44754,tv,Click
34.95605,tv,Click
35.47276,tv,Click
36.04897,tv,Click
36.55479,tv,Click
37.05877,tv,Click
37.56843,tv,Click
38.0705,tv,Click
38.59343,tv,Click
39.09401,tv,Click
39.61271,tv,Click
40.12053,tv,Click
40.69666,tv,Click
41.2267,tv,Click
41.81617,tv,Click
42.3175,tv,Click
42.90707,tv,Click
43.41461,tv,Click
43.91747,tv,Click
44.41961,tv,Click
44.92089,tv,Click
45.4226,tv,Click
45.98834,tv,Click
46.49179,tv,Click
46.99413,tv,Click
47.58082,tv,Click
48.09039,tv,Click
48.63185,tv,Click
49.13291,tv,Click
49.66801,tv,Click
50.19706,tv,Click
