SutureSetCount,SutureCount,SutureIndex,SutureTime,IsAnchorExchangeDone,StomachPart,SuturePosition(x),SuturePosition(y),SuturePosition(z)
1,1,2403,304.8861,True,LesserCurvature,12.8378,1.3410,-0.6964
1,2,2853,461.4725,True,None,12.9402,1.2938,-0.6297
1,3,2655,569.9067,True,None,12.9210,1.2581,-0.6479
