SutureSetCount,SutureCount,SutureIndex,SutureTime,IsAnchorExchangeDone,StomachPart,SuturePosition(x),SuturePosition(y),SuturePosition(z)
1,1,1118,308.6822,True,Posterior,12.7814,1.3229,-0.7573
1,2,1027,357.7722,True,Posterior,12.7971,1.2775,-0.7645
