Seconds,Target,Status
3.310905,tv,Enter
3.836747,tv,Click
4.369866,tv,Click
4.90314,tv,Click
5.405916,tv,Click
5.951157,tv,Click
6.453442,tv,Click
6.954778,tv,Click
7.227877,tv,Exit
7.481454,tv,Enter
8.012445,tv,Click
8.264133,tv,Exit
8.264133,floor,Enter
8.768433,floor,Click
8.967073,floor,Exit
8.967073,tv,Enter
9.468623,tv,Click
10.01395,tv,Click
10.56421,tv,Click
11.10364,tv,Click
11.62379,tv,Click
12.14491,tv,Click
12.67667,tv,Click
13.20416,tv,Click
13.72578,tv,Click
14.26023,tv,Click
14.79655,tv,Click
15.33029,tv,Click
15.86775,tv,Click
16.38818,tv,Click
16.93425,tv,Click
17.48191,tv,Click
18.02909,tv,Click
18.58093,tv,Click
19.13176,tv,Click
19.68325,tv,Click
20.24037,tv,Click
20.74413,tv,Click
21.29334,tv,Click
21.8384,tv,Click
22.33881,tv,Click
22.8842,tv,Click
23.40811,tv,Click
23.9322,tv,Click
24.4623,tv,Click
24.98384,tv,Click
25.51695,tv,Click
26.04001,tv,Click
26.56879,tv,Click
27.09383,tv,Click
27.61653,tv,Click
28.12834,tv,Click
28.67002,tv,Click
28.72609,tv,Exit
29.45655,tv,Enter
29.96541,tv,Click
30.48188,tv,Click
31.0113,tv,Click
31.54006,tv,Click
32.06407,tv,Click
32.5907,tv,Click
33.12005,tv,Click
33.6767,tv,Click
34.20874,tv,Click
34.74032,tv,Click
35.26587,tv,Click
35.79226,tv,Click
36.31586,tv,Click
36.84295,tv,Click
37.37771,tv,Click
37.90208,tv,Click
38.44641,tv,Click
38.98775,tv,Click
39.52821,tv,Click
40.06358,tv,Click
40.60598,tv,Click
41.1473,tv,Click
41.68092,tv,Click
42.22541,tv,Click
42.76435,tv,Click
43.30207,tv,Click
43.84807,tv,Click
44.38427,tv,Click
44.92924,tv,Click
45.46712,tv,Click
46.02369,tv,Click
46.57701,tv,Click
47.10802,tv,Click
47.65751,tv,Click
48.1996,tv,Click
48.74286,tv,Click
49.28454,tv,Click
49.8363,tv,Click
50.38494,tv,Click
50.93625,tv,Click
51.47422,tv,Click
52.02798,tv,Click
52.56988,tv,Click
53.10666,tv,Click
53.6543,tv,Click
54.21256,tv,Click
54.74375,tv,Click
55.29315,tv,Click
55.82689,tv,Click
56.38136,tv,Click
56.91339,tv,Click
57.46276,tv,Click
57.99931,tv,Click
58.55043,tv,Click
59.08519,tv,Click
59.64695,tv,Click
60.16316,tv,Click
60.71788,tv,Click
61.24874,tv,Click
61.80362,tv,Click
62.34977,tv,Click
62.88517,tv,Click
63.42145,tv,Click
63.96909,tv,Click
64.52718,tv,Click
65.06904,tv,Click
65.61128,tv,Click
66.1612,tv,Click
66.70897,tv,Click
67.24664,tv,Click
67.79781,tv,Click
68.3492,tv,Click
68.90321,tv,Click
69.45026,tv,Click
69.98647,tv,Click
70.53867,tv,Click
71.08909,tv,Click
71.63911,tv,Click
72.1839,tv,Click
72.73855,tv,Click
73.27668,tv,Click
73.83144,tv,Click
74.36472,tv,Click
74.91306,tv,Click
75.46431,tv,Click
76.01469,tv,Click
76.55807,tv,Click
77.10232,tv,Click
77.6529,tv,Click
78.20682,tv,Click
78.75722,tv,Click
79.31295,tv,Click
79.86028,tv,Click
80.41386,tv,Click
80.96645,tv,Click
81.51904,tv,Click
82.07999,tv,Click
82.6172,tv,Click
83.17104,tv,Click
83.71858,tv,Click
84.26875,tv,Click
84.8201,tv,Click
85.37699,tv,Click
85.92764,tv,Click
86.475,tv,Click
87.03085,tv,Click
87.58674,tv,Click
88.1305,tv,Click
88.68308,tv,Click
89.23287,tv,Click
89.78231,tv,Click
90.34078,tv,Click
90.90353,tv,Click
91.4614,tv,Click
92.0141,tv,Click
92.55869,tv,Click
93.10858,tv,Click
93.66041,tv,Click
94.21066,tv,Click
94.76134,tv,Click
95.31367,tv,Click
95.86565,tv,Click
96.43142,tv,Click
96.96307,tv,Click
97.48637,tv,Click
98.01642,tv,Click
98.53479,tv,Click
99.06585,tv,Click
99.5973,tv,Click
100.1198,tv,Click
100.6347,tv,Click
101.1604,tv,Click
101.6881,tv,Click
102.2128,tv,Click
102.7384,tv,Click
103.2671,tv,Click
103.8039,tv,Click
104.3202,tv,Click
104.8594,tv,Click
105.3799,tv,Click
105.9098,tv,Click
106.4465,tv,Click
106.9768,tv,Click
107.4874,tv,Click
108.0292,tv,Click
108.5451,tv,Click
109.0885,tv,Click
109.6169,tv,Click
110.1448,tv,Click
110.6582,tv,Click
111.1918,tv,Click
111.7131,tv,Click
112.2305,tv,Click
112.7603,tv,Click
113.2965,tv,Click
113.8154,tv,Click
114.3416,tv,Click
114.8695,tv,Click
115.3936,tv,Click
115.9222,tv,Click
116.4561,tv,Click
116.999,tv,Click
117.5685,tv,Click
118.1455,tv,Click
118.7305,tv,Click
119.3013,tv,Click
119.8457,tv,Click
120.4056,tv,Click
120.9758,tv,Click
121.5438,tv,Click
122.1083,tv,Click
122.6793,tv,Click
123.2491,tv,Click
123.8317,tv,Click
124.396,tv,Click
124.9612,tv,Click
125.5327,tv,Click
126.0994,tv,Click
126.6702,tv,Click
127.2434,tv,Click
127.8202,tv,Click
128.3921,tv,Click
128.9638,tv,Click
129.5467,tv,Click
130.1111,tv,Click
130.6814,tv,Click
131.2225,tv,Click
131.732,tv,Click
132.2808,tv,Click
132.839,tv,Click
133.4053,tv,Click
133.9661,tv,Click
134.5391,tv,Click
135.102,tv,Click
135.6598,tv,Click
136.2105,tv,Click
136.7855,tv,Click
137.3454,tv,Click
137.9194,tv,Click
138.4891,tv,Click
139.0489,tv,Click
