SutureSetCount,SutureCount,SutureIndex,SutureTime,IsAnchorExchangeDone,StomachPart,SuturePosition(x),SuturePosition(y),SuturePosition(z)
1,1,2901,300.6273,True,None,12.9409,1.2911,-0.6211
1,2,2770,429.1679,True,None,12.9319,1.2934,-0.6472
1,3,2793,437.7269,True,None,12.9330,1.3036,-0.6396
1,4,981,513.1703,True,Posterior,12.8401,1.2676,-0.7474
