Zone,ArgonTime,DistanceToZone,MarkPosition(x),MarkPosition(y),MarkPosition(z)
None,138.1471,0,12.6550,1.2864,-0.6930
LesserCurvature,176.1532,0,12.7559,1.3697,-0.7307
Posterior,190.9561,0,12.7951,1.3090,-0.7661
Posterior,201.0672,0,12.7944,1.2516,-0.7585
Posterior,237.0445,0,12.7568,1.2715,-0.7692
