SutureSetCount,SutureCount,SutureIndex,SutureTime,IsAnchorExchangeDone,StomachPart,SuturePosition(x),SuturePosition(y),SuturePosition(z)
1,1,1269,762.0889,True,GreaterCurvature,12.7530,1.2256,-0.7340
1,2,1702,839.5451,True,GreaterCurvature,12.7638,1.2165,-0.7222
1,3,1658,911.5532,True,GreaterCurvature,12.7826,1.2112,-0.7028
