SutureSetCount,SutureCount,SutureIndex,SutureTime,IsAnchorExchangeDone,StomachPart,SuturePosition(x),SuturePosition(y),SuturePosition(z)
1,1,639,720.7615,True,None,12.6831,1.3870,-0.6632
1,2,3386,839.9705,True,Fundus,12.6605,1.3586,-0.6652
