Seconds,Target,Status
3.159961,tv,Enter
3.732141,tv,Click
4.267736,tv,Click
4.805506,tv,Click
5.33051,tv,Click
5.905975,tv,Click
6.426099,tv,Click
6.965884,tv,Click
7.522848,tv,Click
8.048907,tv,Click
8.601758,tv,Click
9.14245,tv,Click
9.676572,tv,Click
10.19985,tv,Click
10.72045,tv,Click
11.25804,tv,Click
11.78238,tv,Click
12.2991,tv,Click
12.82386,tv,Click
13.35395,tv,Click
13.87251,tv,Click
14.39926,tv,Click
14.91929,tv,Click
15.43186,tv,Click
15.96958,tv,Click
16.50102,tv,Click
17.02325,tv,Click
17.54206,tv,Click
18.06779,tv,Click
18.59313,tv,Click
19.11259,tv,Click
19.62427,tv,Click
20.15785,tv,Click
20.71089,tv,Click
21.26227,tv,Click
21.81532,tv,Click
22.38536,tv,Click
22.92415,tv,Click
23.484,tv,Click
24.01891,tv,Click
24.53596,tv,Click
25.05462,tv,Click
25.58886,tv,Click
26.10764,tv,Click
26.63232,tv,Click
27.15828,tv,Click
27.69254,tv,Click
28.22374,tv,Click
28.75183,tv,Click
29.27522,tv,Click
29.82146,tv,Click
30.35894,tv,Click
30.87507,tv,Click
31.38406,tv,Click
31.90899,tv,Click
32.4331,tv,Click
32.94823,tv,Click
33.47979,tv,Click
33.99731,tv,Click
34.52101,tv,Click
35.0393,tv,Click
35.55455,tv,Click
36.0723,tv,Click
36.60192,tv,Click
37.12056,tv,Click
37.64172,tv,Click
38.17451,tv,Click
38.69334,tv,Click
39.21391,tv,Click
39.79354,tv,Click
40.3264,tv,Click
40.89751,tv,Click
41.41145,tv,Click
41.93756,tv,Click
42.44515,tv,Click
42.96532,tv,Click
