SutureSetCount,SutureCount,SutureIndex,SutureTime,IsAnchorExchangeDone,StomachPart,SuturePosition(x),SuturePosition(y),SuturePosition(z)
1,1,3396,374.9134,True,None,12.6624,1.3589,-0.6611
1,2,1857,463.7286,True,Fundus,12.6788,1.3069,-0.6426
1,3,3556,535.3101,True,Fundus,12.6490,1.3221,-0.6726
