CrossProduct(x),CrossProduct(y),CrossProduct(z)
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.9875,0.9875,0.9875
0.7796,0.7796,0.7796
-0.8175,-0.8175,-0.8175
0.0000,0.0000,0.0000
