Seconds,Target,Status
3.091975,tv,Enter
3.68452,tv,Click
4.216372,tv,Click
4.725599,tv,Click
5.243209,tv,Click
5.761926,tv,Click
6.291928,tv,Click
6.818429,tv,Click
7.34286,tv,Click
7.860356,tv,Click
8.394744,tv,Click
8.9067,tv,Click
9.435883,tv,Click
9.943009,tv,Click
10.47192,tv,Click
10.99871,tv,Click
11.50416,tv,Click
12.03827,tv,Click
12.55486,tv,Click
13.0742,tv,Click
13.57989,tv,Click
14.09808,tv,Click
14.61732,tv,Click
15.13448,tv,Click
15.65297,tv,Click
16.18171,tv,Click
16.70037,tv,Click
17.22213,tv,Click
17.74003,tv,Click
18.25761,tv,Click
18.77431,tv,Click
19.30256,tv,Click
19.81985,tv,Click
20.33535,tv,Click
20.85552,tv,Click
21.37329,tv,Click
21.88731,tv,Click
22.41681,tv,Click
23.01093,tv,Click
23.58826,tv,Click
24.10609,tv,Click
24.69286,tv,Click
25.19889,tv,Click
25.75519,tv,Click
26.26265,tv,Click
26.76929,tv,Click
27.27932,tv,Click
27.79257,tv,Click
28.31609,tv,Click
28.84145,tv,Click
29.34568,tv,Click
29.84761,tv,Click
30.36632,tv,Click
30.86711,tv,Click
31.37351,tv,Click
31.88417,tv,Click
32.3951,tv,Click
32.91455,tv,Click
33.4271,tv,Click
33.93074,tv,Click
34.43705,tv,Click
34.95624,tv,Click
35.54057,tv,Click
36.04254,tv,Click
36.55572,tv,Click
37.07459,tv,Click
37.5765,tv,Click
38.0831,tv,Click
38.59254,tv,Click
39.09975,tv,Click
39.27388,tv,Exit
39.27388,floor,Enter
39.78602,floor,Exit
39.78602,tv,Enter
40.35756,tv,Click
40.88398,tv,Click
41.39127,tv,Click
41.96799,tv,Click
42.47938,tv,Click
42.99724,tv,Click
43.51308,tv,Click
44.04085,tv,Click
44.55876,tv,Click
44.73273,tv,Exit
48.77192,tv,Enter
48.9619,tv,Exit
49.11996,tv,Enter
49.64998,tv,Exit
50.23349,tv,Enter
50.40899,tv,Exit
60.61413,tv,Enter
61.12503,tv,Click
61.62696,tv,Click
61.7176,tv,Exit
62.70297,tv,Enter
63.20337,tv,Click
63.70908,tv,Click
64.20908,tv,Click
64.71327,tv,Click
65.3067,tv,Click
65.88807,tv,Click
66.48154,tv,Click
66.98806,tv,Click
67.56782,tv,Click
68.07358,tv,Click
68.65975,tv,Click
69.2155,tv,Click
69.72686,tv,Click
70.31087,tv,Click
70.81185,tv,Click
71.31236,tv,Click
71.89552,tv,Click
72.46444,tv,Click
73.05866,tv,Click
73.6349,tv,Click
74.14249,tv,Click
74.70638,tv,Click
75.21657,tv,Click
75.74789,tv,Click
76.26269,tv,Click
76.83681,tv,Click
77.34578,tv,Click
77.91034,tv,Click
78.5,tv,Click
79.05852,tv,Click
79.60242,tv,Click
80.17961,tv,Click
80.68179,tv,Click
81.24638,tv,Click
81.81895,tv,Click
82.41544,tv,Click
82.99619,tv,Click
83.56758,tv,Click
84.13906,tv,Click
84.6392,tv,Click
85.20154,tv,Click
85.72423,tv,Click
86.28336,tv,Click
86.78722,tv,Click
87.28989,tv,Click
87.85606,tv,Click
88.38845,tv,Click
88.97119,tv,Click
89.56029,tv,Click
90.12214,tv,Click
90.7107,tv,Click
91.2107,tv,Click
91.72322,tv,Click
92.30571,tv,Click
92.87746,tv,Click
93.45444,tv,Click
94.03133,tv,Click
94.59865,tv,Click
95.17987,tv,Click
95.68411,tv,Click
96.20071,tv,Click
96.78313,tv,Click
97.34001,tv,Click
97.92987,tv,Click
98.51009,tv,Click
99.09702,tv,Click
99.60816,tv,Click
100.1157,tv,Click
100.6965,tv,Click
101.2951,tv,Click
101.8918,tv,Click
102.4057,tv,Click
102.9845,tv,Click
103.4908,tv,Click
104.0093,tv,Click
104.5864,tv,Click
105.1497,tv,Click
105.7156,tv,Click
106.2974,tv,Click
106.8012,tv,Click
107.074,tv,Exit
107.1713,tv,Enter
107.6729,tv,Click
108.1979,tv,Click
108.7126,tv,Click
109.2348,tv,Click
109.7458,tv,Click
110.2698,tv,Click
110.7899,tv,Click
111.3127,tv,Click
111.8341,tv,Click
112.3349,tv,Click
112.8587,tv,Click
113.3974,tv,Click
113.92,tv,Click
114.4642,tv,Click
114.9998,tv,Click
115.5124,tv,Click
116.0165,tv,Click
116.5464,tv,Click
117.0689,tv,Click
117.659,tv,Click
118.1701,tv,Click
118.7027,tv,Click
119.2455,tv,Click
119.7455,tv,Click
120.2732,tv,Click
120.7884,tv,Click
121.3183,tv,Click
121.8278,tv,Click
122.3577,tv,Click
122.8758,tv,Click
123.3914,tv,Click
123.9253,tv,Click
124.2771,tv,Exit
126.3922,tv,Enter
126.4879,tv,Exit
126.7285,tv,Enter
126.8082,tv,Exit
130.8943,tv,Enter
131.4056,tv,Click
131.9297,tv,Click
132.2099,tv,Exit
137.2887,tv,Enter
137.7887,tv,Click
138.328,tv,Click
138.9025,tv,Click
139.4184,tv,Click
139.8707,tv,Exit
142.3313,tv,Enter
142.9296,tv,Click
143.4236,tv,Exit
167.2086,tv,Enter
167.726,tv,Click
168.2309,tv,Click
168.8105,tv,Click
169.3963,tv,Click
169.9072,tv,Click
170.4163,tv,Click
170.9238,tv,Click
171.5082,tv,Click
172.0395,tv,Click
172.6077,tv,Click
173.1887,tv,Click
173.6913,tv,Click
174.2091,tv,Click
174.7266,tv,Click
175.2323,tv,Click
175.758,tv,Click
176.2903,tv,Click
176.8221,tv,Click
177.3465,tv,Click
177.8577,tv,Click
178.3605,tv,Click
178.8718,tv,Click
179.4015,tv,Click
179.9162,tv,Click
180.1862,tv,Exit
182.1455,tv,Enter
182.6802,tv,Click
183.2162,tv,Click
183.7548,tv,Click
184.2772,tv,Click
184.7945,tv,Click
185.3216,tv,Click
185.8384,tv,Click
186.084,tv,Exit
188.3978,tv,Enter
188.9486,tv,Click
189.4642,tv,Click
189.966,tv,Click
190.4718,tv,Click
190.9895,tv,Click
191.4948,tv,Click
192.0536,tv,Click
192.5617,tv,Click
193.1116,tv,Click
193.6279,tv,Click
194.1689,tv,Click
194.6805,tv,Click
195.2028,tv,Click
195.7251,tv,Click
196.2473,tv,Click
196.7749,tv,Click
197.2802,tv,Click
197.3802,tv,Exit
197.4802,tv,Enter
197.9802,tv,Click
198.5034,tv,Click
199.0352,tv,Click
199.5435,tv,Click
200.0681,tv,Click
200.5916,tv,Click
201.0966,tv,Click
201.622,tv,Click
201.8808,tv,Exit
202.7596,tv,Enter
203.2881,tv,Click
203.8069,tv,Click
204.3094,tv,Click
204.8554,tv,Click
205.3808,tv,Click
205.9097,tv,Click
206.4177,tv,Click
206.9236,tv,Click
207.4343,tv,Click
207.99,tv,Click
208.5015,tv,Click
209.0093,tv,Click
209.5412,tv,Click
210.0913,tv,Click
210.6766,tv,Click
211.1866,tv,Click
211.7169,tv,Click
212.2279,tv,Click
212.7357,tv,Click
213.2727,tv,Click
213.7892,tv,Click
214.3208,tv,Click
214.9099,tv,Click
215.4215,tv,Click
216.0168,tv,Click
216.5288,tv,Click
217.1181,tv,Click
217.7032,tv,Click
218.2066,tv,Click
218.7922,tv,Click
219.2278,tv,Exit
219.4978,tv,Enter
220.0117,tv,Click
220.5149,tv,Click
221.0161,tv,Click
221.5191,tv,Click
222.0997,tv,Click
222.6743,tv,Click
223.2319,tv,Click
223.7459,tv,Click
224.2593,tv,Click
224.7719,tv,Click
225.3605,tv,Click
225.8811,tv,Click
226.3967,tv,Click
226.9073,tv,Click
227.4077,tv,Click
227.9094,tv,Click
228.4253,tv,Click
228.9253,tv,Click
229.5073,tv,Click
230.1048,tv,Click
230.6227,tv,Click
231.1404,tv,Click
231.6512,tv,Click
232.2439,tv,Click
232.7441,tv,Click
233.3071,tv,Click
233.8758,tv,Click
234.3923,tv,Click
234.9261,tv,Click
235.4319,tv,Click
235.9378,tv,Click
236.5155,tv,Click
237.0155,tv,Click
237.5412,tv,Click
238.096,tv,Click
238.6781,tv,Click
239.2084,tv,Click
239.7803,tv,Click
240.2803,tv,Click
240.8036,tv,Click
241.3863,tv,Click
241.9179,tv,Click
242.4442,tv,Click
242.9718,tv,Click
243.4806,tv,Click
243.9966,tv,Click
244.5158,tv,Click
245.0658,tv,Click
245.6021,tv,Click
246.1767,tv,Click
246.7125,tv,Click
247.2522,tv,Click
247.8066,tv,Click
248.3066,tv,Click
248.8252,tv,Click
249.3702,tv,Click
249.9037,tv,Click
250.4514,tv,Click
251.0066,tv,Click
251.508,tv,Click
252.0562,tv,Click
252.5991,tv,Click
253.1023,tv,Click
253.6225,tv,Click
254.197,tv,Click
254.7433,tv,Click
255.3063,tv,Click
255.8616,tv,Click
256.363,tv,Click
256.9114,tv,Click
257.465,tv,Click
258.0181,tv,Click
258.58,tv,Click
259.1493,tv,Click
259.7101,tv,Click
260.265,tv,Click
260.8383,tv,Click
261.3993,tv,Click
261.9626,tv,Click
262.5401,tv,Click
263.0631,tv,Click
263.5857,tv,Click
264.1361,tv,Click
264.6941,tv,Click
265.197,tv,Click
265.7097,tv,Click
266.2648,tv,Click
266.7869,tv,Click
267.3004,tv,Click
267.8876,tv,Click
268.4367,tv,Click
268.9754,tv,Click
269.4754,tv,Click
270.0461,tv,Click
270.5896,tv,Click
271.1586,tv,Click
271.7151,tv,Click
272.2664,tv,Click
