Zone,ArgonTime,DistanceToZone,MarkPosition(x),MarkPosition(y),MarkPosition(z)
None,90.03391,0,12.6687,1.2903,-0.6599
None,90.59685,0,12.6687,1.2902,-0.6599
None,110.3138,0,12.6608,1.2730,-0.7152
None,143.9347,0,12.7381,1.3760,-0.7310
None,144.4443,0,12.7381,1.3760,-0.7310
LesserCurvature,152.5526,0,12.7528,1.3916,-0.6665
Posterior,169.5759,0,12.7360,1.3358,-0.7610
Posterior,170.1021,0,12.7357,1.3358,-0.7610
None,175.8513,0,12.7111,1.2569,-0.7562
