Seconds,Target,Status
3.293906,tv,Enter
3.840491,tv,Click
4.382139,tv,Click
4.892118,tv,Click
5.417453,tv,Click
5.97589,tv,Click
6.513217,tv,Click
7.046792,tv,Click
7.585793,tv,Exit
7.922975,tv,Enter
8.432467,tv,Click
8.970472,tv,Click
9.480083,tv,Click
9.98155,tv,Click
10.48646,tv,Click
10.99892,tv,Click
11.50467,tv,Click
12.05504,tv,Click
12.60345,tv,Click
13.15077,tv,Click
13.69746,tv,Click
14.23817,tv,Click
14.77609,tv,Click
14.83014,tv,Exit
15.15051,tv,Enter
15.6846,tv,Exit
16.52856,floor,Enter
16.68638,floor,Exit
16.68638,tv,Enter
17.2321,tv,Click
17.74026,tv,Click
18.28598,tv,Click
18.50641,tv,Exit
18.50641,floor,Enter
19.0529,floor,Click
19.16141,floor,Exit
19.16141,tv,Enter
19.49999,tv,Exit
19.49999,floor,Enter
20.01053,floor,Click
20.52052,floor,Exit
21.48048,tv,Enter
21.9986,tv,Click
22.51902,tv,Click
23.02685,tv,Click
23.54537,tv,Click
24.05415,tv,Click
24.57704,tv,Click
25.11102,tv,Click
25.66304,tv,Click
26.16317,tv,Click
26.66594,tv,Click
27.18849,tv,Click
27.74923,tv,Click
28.28903,tv,Click
28.85795,tv,Click
29.38614,tv,Click
29.90326,tv,Click
30.43167,tv,Click
30.95382,tv,Click
31.45551,tv,Click
31.98205,tv,Click
32.49913,tv,Click
33.00153,tv,Click
33.54018,tv,Click
34.08599,tv,Click
34.62466,tv,Click
35.1714,tv,Click
35.72769,tv,Click
36.271,tv,Click
36.82642,tv,Click
37.35944,tv,Click
37.89563,tv,Click
38.45085,tv,Click
38.99771,tv,Click
39.54639,tv,Click
40.1033,tv,Click
40.64653,tv,Click
41.20691,tv,Click
41.78326,tv,Click
42.28704,tv,Click
42.84722,tv,Click
43.39431,tv,Click
43.95372,tv,Click
44.45541,tv,Click
44.99826,tv,Click
45.54691,tv,Click
46.08484,tv,Click
46.61282,tv,Click
47.16054,tv,Click
47.71853,tv,Click
48.28812,tv,Click
48.83068,tv,Click
49.38802,tv,Click
49.95519,tv,Click
50.52132,tv,Click
51.07079,tv,Click
51.62739,tv,Click
52.17809,tv,Click
52.72904,tv,Click
53.2988,tv,Click
53.84066,tv,Click
54.40113,tv,Click
54.94973,tv,Click
55.50232,tv,Click
56.07493,tv,Click
56.62074,tv,Click
57.17114,tv,Click
57.73789,tv,Click
58.28902,tv,Click
58.84508,tv,Click
59.39202,tv,Click
59.94737,tv,Click
60.50238,tv,Click
61.05824,tv,Click
61.61545,tv,Click
62.16776,tv,Click
62.73227,tv,Click
63.29026,tv,Click
63.83727,tv,Click
64.38769,tv,Click
64.94201,tv,Click
65.50508,tv,Click
66.07949,tv,Click
66.62711,tv,Click
67.18051,tv,Click
67.74271,tv,Click
68.30698,tv,Click
68.84808,tv,Click
69.35474,tv,Click
69.9101,tv,Click
70.46499,tv,Click
71.01984,tv,Click
71.57121,tv,Click
72.12527,tv,Click
72.62749,tv,Click
73.18428,tv,Click
73.68432,tv,Click
74.24881,tv,Click
74.79898,tv,Click
75.36888,tv,Click
75.92894,tv,Click
76.49157,tv,Click
77.036,tv,Click
77.60316,tv,Click
78.15832,tv,Click
78.66972,tv,Click
79.1953,tv,Click
79.74152,tv,Click
80.28945,tv,Click
80.85286,tv,Click
81.36403,tv,Click
81.92469,tv,Click
82.49474,tv,Click
83.06269,tv,Click
83.62447,tv,Click
84.1827,tv,Click
84.76678,tv,Click
85.35742,tv,Click
85.9128,tv,Click
86.50401,tv,Click
87.03094,tv,Click
87.61192,tv,Click
88.15434,tv,Click
88.70322,tv,Click
89.23863,tv,Click
89.79563,tv,Click
90.35854,tv,Click
90.89988,tv,Click
91.43287,tv,Click
92.00114,tv,Click
92.55525,tv,Click
93.10076,tv,Click
93.64706,tv,Click
94.21905,tv,Click
94.75951,tv,Click
95.31119,tv,Click
95.83983,tv,Click
96.40575,tv,Click
96.93991,tv,Click
97.49216,tv,Click
98.01675,tv,Click
98.58829,tv,Click
99.13161,tv,Click
99.68578,tv,Click
100.2138,tv,Click
100.7749,tv,Click
101.313,tv,Click
101.8532,tv,Click
102.404,tv,Click
102.952,tv,Click
103.5055,tv,Click
104.0472,tv,Click
104.5842,tv,Click
105.1519,tv,Click
105.6883,tv,Click
106.2401,tv,Click
106.7741,tv,Click
107.3291,tv,Click
107.885,tv,Click
108.4364,tv,Click
108.968,tv,Click
109.5326,tv,Click
110.0766,tv,Click
110.6306,tv,Click
111.1824,tv,Click
111.6907,tv,Click
112.1966,tv,Click
112.761,tv,Click
113.2964,tv,Click
113.8363,tv,Click
114.3749,tv,Click
114.892,tv,Click
115.4225,tv,Click
115.9585,tv,Click
116.4943,tv,Click
117.0107,tv,Click
117.5411,tv,Click
118.0805,tv,Click
118.6056,tv,Click
119.1347,tv,Click
119.6709,tv,Click
120.1977,tv,Click
120.7428,tv,Click
121.2685,tv,Click
121.7926,tv,Click
122.3188,tv,Click
122.8561,tv,Click
123.3726,tv,Click
123.9214,tv,Click
124.4438,tv,Click
124.9627,tv,Click
125.4807,tv,Click
125.9908,tv,Click
126.5136,tv,Click
127.034,tv,Click
127.553,tv,Click
128.0579,tv,Click
128.5807,tv,Click
129.0906,tv,Click
129.6132,tv,Click
130.1164,tv,Click
130.6313,tv,Click
131.144,tv,Click
131.6605,tv,Click
132.174,tv,Click
132.6815,tv,Click
133.1882,tv,Click
133.7839,tv,Click
134.2853,tv,Click
134.7922,tv,Click
135.3006,tv,Click
135.8078,tv,Click
136.3228,tv,Click
136.8433,tv,Click
137.3561,tv,Click
137.8635,tv,Click
138.379,tv,Click
138.8895,tv,Click
139.4678,tv,Click
139.9832,tv,Click
140.4884,tv,Click
140.9899,tv,Click
141.5007,tv,Click
142.0091,tv,Click
142.5528,tv,Click
143.1229,tv,Click
143.6843,tv,Click
144.1967,tv,Click
144.7558,tv,Click
145.3194,tv,Click
145.877,tv,Click
146.4304,tv,Click
147.0209,tv,Click
147.5992,tv,Click
148.1857,tv,Click
148.6906,tv,Click
149.2752,tv,Click
149.8547,tv,Click
150.3605,tv,Click
150.9584,tv,Click
151.5339,tv,Click
152.1267,tv,Click
152.6317,tv,Click
153.133,tv,Click
153.7182,tv,Click
154.2846,tv,Click
154.7875,tv,Click
155.2929,tv,Click
155.8003,tv,Click
156.3157,tv,Click
156.8165,tv,Click
157.3335,tv,Click
157.8716,tv,Click
158.4235,tv,Click
158.9339,tv,Click
159.4396,tv,Click
159.9975,tv,Click
160.5046,tv,Click
161.0122,tv,Click
161.5277,tv,Click
162.1178,tv,Click
162.6916,tv,Click
163.2767,tv,Click
163.8581,tv,Click
164.361,tv,Click
164.877,tv,Click
165.3871,tv,Click
165.8965,tv,Click
166.4004,tv,Click
166.9067,tv,Click
167.4829,tv,Click
167.9894,tv,Click
168.5408,tv,Click
169.0569,tv,Click
169.5759,tv,Click
170.1021,tv,Click
170.6093,tv,Click
171.1157,tv,Click
171.6399,tv,Click
172.1476,tv,Click
172.6769,tv,Click
173.212,tv,Click
173.7368,tv,Click
174.28,tv,Click
174.804,tv,Click
175.3156,tv,Click
175.8513,tv,Click
176.3828,tv,Click
176.8994,tv,Click
177.4331,tv,Click
177.9715,tv,Click
178.5034,tv,Click
179.0368,tv,Click
179.5612,tv,Click
180.1,tv,Click
180.6299,tv,Click
181.1445,tv,Click
181.6815,tv,Click
182.2052,tv,Click
182.7393,tv,Click
183.2502,tv,Click
183.7785,tv,Click
184.3264,tv,Click
184.8574,tv,Click
185.3652,tv,Click
185.8964,tv,Click
186.428,tv,Click
186.9573,tv,Click
187.4884,tv,Click
188.0336,tv,Click
188.5546,tv,Click
189.0752,tv,Click
189.593,tv,Click
190.12,tv,Click
190.6531,tv,Click
191.1734,tv,Click
191.7126,tv,Click
192.2388,tv,Click
192.7502,tv,Click
193.2933,tv,Click
193.8147,tv,Click
194.3366,tv,Click
194.8565,tv,Click
195.395,tv,Click
195.9156,tv,Click
196.4302,tv,Click
196.951,tv,Click
197.479,tv,Click
198.0355,tv,Click
198.5639,tv,Click
199.1513,tv,Click
199.6911,tv,Click
200.1943,tv,Click
200.7117,tv,Click
201.2275,tv,Click
201.7649,tv,Click
202.3068,tv,Click
202.8674,tv,Click
203.3969,tv,Click
203.9092,tv,Click
204.4387,tv,Click
205.0333,tv,Click
205.5405,tv,Click
206.0601,tv,Click
206.5696,tv,Click
207.1325,tv,Click
207.6573,tv,Click
208.1722,tv,Click
208.7204,tv,Click
209.2287,tv,Click
209.7601,tv,Click
210.2832,tv,Click
210.7964,tv,Click
211.3111,tv,Click
211.8225,tv,Click
212.408,tv,Click
212.9306,tv,Click
213.4644,tv,Click
213.9917,tv,Click
214.5749,tv,Click
215.1193,tv,Click
215.6219,tv,Click
216.1588,tv,Click
216.6714,tv,Click
217.1916,tv,Click
217.6971,tv,Click
218.1983,tv,Click
218.721,tv,Click
219.2262,tv,Click
219.7281,tv,Click
220.2741,tv,Click
220.7905,tv,Click
221.3735,tv,Click
221.8982,tv,Click
222.4094,tv,Click
223.0033,tv,Click
223.5864,tv,Click
224.1127,tv,Click
224.6309,tv,Click
225.151,tv,Click
225.6784,tv,Click
226.1828,tv,Click
226.6865,tv,Click
227.2049,tv,Click
227.7218,tv,Click
228.2255,tv,Click
