SutureSetCount,SutureCount,SutureIndex,SutureTime,IsAnchorExchangeDone,StomachPart,SuturePosition(x),SuturePosition(y),SuturePosition(z)
1,1,1287,310.3989,True,Posterior,12.7570,1.3250,-0.7576
1,2,3226,490.4837,True,None,12.6870,1.2459,-0.7162
1,3,1739,552.0745,True,None,12.7047,1.2558,-0.7503
